"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Calluna","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corydalis","Corylus","Cotinus coggygria","Crassulaceae","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fontanesia","Frangula","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hippuris","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","Juglans","Juncaceae","Lamiaceae undif.","Lemnaceae","Linum t.","Liquidambar","Loranthus","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Nymphoides","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Pterocarya","Punica granatum","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhododendron","Roemeria","Rosa t.","Rosaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae t.","Scrophulariaceae undif.","Secale","Solanum","Sparganium","Tamarix","Taxus","Thalictrum","Theligonum","Tilia","Trapa natans","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Verbena t.","Viburnum","Viscum","Vitis","Zea"
NA,NA,NA,"220"," 16","  0","  0","  0","200","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  2","  0","  1","  0","  0","  0","  0","  4","  0"," 97","  0","  9","  0","  0","  1","  0","  0","  0","  0","  0","  0"," 18","  0","  0","  9","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","217"," 36","  1","  0","  0","  0","  0","  3","  1","  0","  0","  1","  0","  0","  0","  0","  0","  1","  4","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0"," 85","  0","  6"," 39"," 18","  3","  0","  0","  1","  0","  1","  0","  0","  3"," 27","  2","  0","  0","  1","  0","  1","  0"," 22","  0","  0","  0","  0","  1","  0","  1","  0","  4","  0","  0","  4","  0","  1","  0"," 33","  2","  0","  0","  0","  1","  7","  0"
NA,NA,NA,"720"," 19","  0","  0","  0","327","  4","  0","  0","  1","  0","  2","  0","  6","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0"," 72","  0","  2","  0","  0","  0","  0","  2","  2","  1","  0","  0"," 33","  0","  0","  6","  0","  0","  9","  0","  0","  0","  8","  0","  0","  0"," 69"," 61","  1","  0","  0","  0","  0"," 15","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0"," 14","  0","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","157","  0","  3"," 31"," 36","  4","  0","  0","  0","  0","  0","  0","  0","  0","107","  1","  0","  0","  0","  0","  1","  0"," 12","  0","  0","  0","  1","  0","  0","  6","  0","  1","  1","  0","  2","  1","  1","  0"," 28","  0","  0","  0","  1","  0"," 18","  0"
NA,NA,NA,"780"," 29","  1","  0","  0","136","  4","  0","  0","  1","  0","  1","  0","  8","  2","  1","  3","  0","  0","  0","  0","  0","  0","  3","  0"," 56","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0"," 21","  0","  0","  6","  0","  0","  7","  1","  0","  0","  6","  0","  0","  0","134","242","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2"," 17","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","172","  0","  4"," 40"," 54","  3","  0","  0","  0","  0","  0","  0","  0","  1","149","  1","  0","  0","  1","  0","  1","  0","  8","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  1","  0","  1","  0"," 32","  0","  0","  0","  0","  0"," 23","  0"
NA,NA,NA,"265"," 15","  0","  0","  0","249","  0","  0","  0","  1","  0","  1","  0","  1","  0","  1","  1","  0","  1","  0","  0","  0","  0","  1","  0"," 94","  0","  4","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 27","  0","  0","  8","  0","  0","  9","  0","  0","  0","  0","  0","  0","  0","301"," 20","  0","  1","  0","  0","  0"," 15","  1","  0","  0","  6","  1","  0","  0","  0","  1","  2","  3","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","104","  0","  7"," 56"," 21","  2","  0","  1","  1","  0","  0","  0","  0","  0"," 77","  2","  0","  0","  1","  0","  1","  0"," 22","  1","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0"," 12","  0","  0","  0"," 57","  0","  0","  0","  1","  0","  8","  0"
NA,NA,NA,"200"," 10","  0","  0","  0","264","  1","  0","  0","  2","  0","  1","  0","  2","  1","  0","  2","  0","  0","  1","  0","  0","  0","  5","  0"," 80","  0","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 17","  0","  0"," 10","  0","  0"," 33","  0","  0","  0","  3","  0","  0","  0","243"," 13","  0","  0","  0","  0","  0","  9","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  8","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 92","  1"," 10"," 50"," 23","  1","  0","  2","  0","  0","  0","  0","  0","  0"," 36","  1","  0","  0","  1","  0","  3","  0"," 50","  0","  1","  0","  0","  0","  0","  3","  0","  2","  0","  0","  9","  6","  0","  0"," 49","  0","  1","  0","  0","  0"," 14","  0"
NA,NA,NA,"1080","   4","   0","   0","   0"," 162","   1","   0","   0","   2","   0","   1","   0","   3","   0","   1","   0","   0","   0","   1","   0","   3","   0","   1","   0","  24","   1","  28","   0","   0","   1","   0","   1","   1","   0","   0","   0","   8","   0","   0","   6","   0","   0","  10","   0","   0","   0","   8","   0","   0","   0","  59","  42","   2","   0","   1","   0","   0","   7","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  64","   0","   2","  29","  21","   2","   0","   0","   1","   0","   0","   0","   0","   0"," 102","   0","   1","   0","   0","   0","   1","   0","   8","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   0","   0","   0","   3","   0","   1","   0","   0","   0","   6","   0"
NA,NA,NA,"420"," 12","  0","  0","  0","136","  3","  0","  0","  0","  0","  4","  0","  6","  0","  0","  3","  0","  0","  0","  0","  0","  1","  2","  0","161","  1","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  0"," 13","  0","  0","  3","  0","  0","  0","  5","  0","  0","  0","218"," 19","  0","  0","  0","  0","  0"," 16","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  3","  0","  2","  0","  0","  1","  0","  0","  0","  1","  0","171","  1","  3"," 21"," 18","  0","  1","  0","  0","  0","  1","  0","  0","  1","117","  1","  0","  0","  0","  0","  1","  0"," 17","  0","  0","  0","  0","  0","  0","  3","  0","  1","  0","  0"," 17","  0","  1","  0"," 32","  0","  0","  0","  0","  0","  7","  0"
NA,NA,NA,"760"," 21","  0","  0","  0","158","  4","  0","  0","  2","  0","  5","  0","  7","  3","  0","  1","  0","  1","  0","  0","  0","  0","  4","  0"," 45","  2","  5","  0","  0","  0","  0","  4","  1","  0","  0","  0"," 34","  0","  0","  7","  0","  0"," 15","  0","  0","  0","  8","  0","  0","  0","101","200","  2","  0","  0","  0","  0"," 17","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","137","  2","  6"," 41"," 65","  3","  1","  0","  1","  0","  1","  0","  0","  1","160","  0","  0","  0","  0","  1","  3","  0"," 11","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  6","  0","  0","  0"," 29","  0","  0","  0","  0","  0"," 20","  0"
NA,NA,NA,"1020","   4","   3","   0","   0"," 453","   9","   0","   0","   1","   0","   0","   0","  10","   1","   2","   3","   0","   1","   0","   0","   0","   0","   5","   0","  92","   0","  44","   0","   0","   1","   0","   0","   0","   0","   0","   0","  24","   0","   0","  12","   0","   0","  21","   0","   1","   0","   7","   0","   1","   0","  95","  96","   1","   0","   0","   0","   0","  14","   3","   0","   0","   1","   0","   0","   0","   0","   0","   0","  12","   4","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0"," 260","   1","   5","  53","  39","   0","   0","   0","   2","   0","   0","   0","   0","   2"," 185","   1","   1","   0","   2","   0","   2","   0","  26","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","  11","   0"
NA,NA,NA,"160","  7","  0","  0","  0","179","  5","  0","  0","  1","  0","  3","  0","  5","  0","  0","  1","  0","  0","  0","  0","  2","  0","  8","  0"," 79","  0","  4","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 30","  0","  0"," 12","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","214","  4","  0","  0","  0","  0","  0","  8","  1","  0","  0","  4","  0","  0","  0","  0","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 94","  0","  4"," 60"," 22","  2","  1","  6","  0","  0","  0","  0","  0","  1"," 44","  3","  2","  0","  1","  0","  0","  0"," 85","  0","  0","  0","  0","  0","  0","  5","  0","  1","  0","  0","  4","  4","  0","  1"," 47","  0","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"180"," 19","  0","  0","  0","273","  1","  0","  0","  0","  0","  1","  0","  2","  1","  0","  0","  0","  1","  0","  0","  0","  0","  3","  0"," 82","  0","  2","  0","  0","  0","  0","  0","  1","  0","  0","  0"," 31","  0","  0","  9","  0","  0"," 12","  0","  0","  0","  0","  0","  0","  0","363"," 15","  0","  0","  1","  0","  0","  6","  1","  0","  0","  4","  0","  0","  1","  0","  0","  1","  6","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","124","  0","  3"," 43"," 24","  1","  0","  2","  1","  1","  0","  0","  0","  0"," 53","  1","  1","  0","  0","  0","  2","  1"," 57","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  0","  9","  6","  0","  0"," 45","  0","  1","  0","  0","  0"," 12","  0"
NA,NA,NA,"500"," 16","  0","  0","  1","170","  7","  1","  0","  1","  0","  3","  0","  3","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","111","  0","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 28","  0","  0","  5","  0","  0","  6","  0","  0","  0","  2","  0","  0","  1","316"," 32","  0","  0","  0","  0","  0"," 19","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1"," 10","  0","  0","  0","  0","  0","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  2","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","207","  1","  3"," 19"," 20","  2","  0","  1","  0","  2","  0","  0","  0","  0","233","  1","  1","  0","  0","  0","  1","  0"," 21","  0","  1","  0","  0","  0","  0","  3","  0","  0","  0","  0"," 49","  0","  0","  0"," 33","  0","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"120"," 30","  0","  0","  0","136","  9","  0","  0","  2","  0","  0","  0","  5","  2","  0","  1","  0","  1","  0","  0","  0","  0"," 11","  0"," 55","  0","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0"," 10","  0","  0","  8","  0","  0","  0","  0","  0","  0","  1","237"," 10","  0","  0","  0","  0","  1","  5","  0","  0","  0","  1","  1","  0","  0","  0","  0","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  3","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 78","  0","  4"," 77"," 18","  3","  0","  6","  0","  0","  0","  0","  0","  0"," 40","  3","  1","  0","  0","  0","  1","  0"," 78","  0","  0","  0","  1","  1","  0","  0","  0","  1","  0","  0","  2"," 10","  1","  0"," 50","  0","  0","  0","  0","  0","  4","  0"
NA,NA,NA,"1310","  13","   1","   0","   0"," 285","   4","   0","   0","   2","   0","   2","   0","  10","   0","   1","   0","   0","   0","   0","   0","   0","   0","   4","   0","  41","   0","  21","   0","   0","   2","   0","   1","   3","   0","   0","   0","  20","   0","   0","   2","   0","   0","  22","   0","   1","   0","   9","   0","   0","   0"," 124","  41","   1","   0","   0","   0","   0","   0","   2","   0","   0","   2","   0","   0","   0","   0","   1","   0","  41","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","  98","   1","   3","  16","  23","   2","   0","   0","   0","   1","   0","   0","   0","   1"," 171","   1","   0","   0","   1","   1","   2","   0","  17","   0","   0","   0","   2","   0","   0","   3","   0","   0","   0","   0","   1","   0","   0","   0","  10","   2","   1","   0","   0","   0","   2","   0"
NA,NA,NA,"460"," 10","  0","  0","  0","173","  1","  0","  0","  2","  0","  2","  0","  2","  0","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","155","  1","  5","  0","  0","  0","  0","  0","  2","  0","  0","  0"," 33","  1","  0","  3","  0","  0"," 11","  0","  0","  0","  1","  1","  0","  1","208"," 46","  2","  0","  0","  0","  0"," 25","  2","  0","  0","  2","  0","  1","  0","  0","  1","  1","  4","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","184","  0","  3"," 19"," 30","  2","  0","  0","  0","  0","  0","  0","  0","  0","211","  0","  2","  0","  0","  0","  1","  0"," 20","  0","  0","  0","  0","  0","  0","  3","  0","  1","  0","  0"," 29","  0","  0","  0"," 34","  0","  0","  0","  1","  1"," 13","  0"
NA,NA,NA,"1060","   8","   0","   0","   0"," 248","   6","   1","   0","   0","   1","   0","   0","   6","   0","   3","   4","   0","   3","   2","   0","   0","   0","   1","   0","  51","   0","  44","   1","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","  13","   0","   0","  31","   0","   0","   0","  10","   0","   0","   0","  85","  89","   1","   0","   0","   0","   0","   5","   3","   0","   0","   1","   0","   0","   0","   0","   1","   0","  11","   0","   2","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 132","   2","   2","  47","  32","   1","   0","   0","   0","   0","   0","   0","   1","   1"," 145","   0","   0","   0","   0","   0","   4","   0","   7","   0","   0","   0","   1","   0","   0","   4","   0","   0","   1","   0","   1","   0","   0","   0","  18","   0","   1","   0","   0","   0","  12","   0"
NA,NA,NA," 60"," 16","  0","  0","  0"," 55"," 12","  1","  0","  0","  0","  0","  0","  2","  0","  0","  2","  0","  0","  1","  0","  0","  0","  5","  0"," 48","  0","  4","  0","  0","  0","  0","  3","  0","  0","  0","  0"," 28","  0","  0","  3","  0","  0"," 39","  1","  0","  1","  9","  1","  0","  0","209"," 20","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  3","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","175","  0"," 10"," 14"," 75","  4","  0","  1","  0","  1","  0","  0","  0","  1"," 26","  4","  0","  1","  1","  0","  1","  0"," 32","  0","  0","  0","  0","  1","  1","  1","  0","  0","  1","  0","  3"," 15","  1","  0","  6","  4","  2","  0","  6","  0","  1","  0"
NA,NA,NA," 80"," 19","  1","  0","  2"," 81","  3","  0","  0","  1","  0","  2","  0","  4","  0","  0","  0","  2","  0","  0","  0","  0","  0","  2","  0"," 45","  0","  3","  0","  0","  0","  0","  2","  0","  0","  0","  1"," 27","  0","  0","  3","  0","  0"," 11","  0","  0","  0","  3","  0","  2","  0","235"," 20","  0","  0","  0","  0","  0","  2","  1","  1","  0","  0","  0","  0","  1","  0","  1","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","107","  1","  8"," 54"," 15","  4","  0","  8","  0","  0","  0","  0","  0","  3"," 32","  3","  1","  0","  1","  0","  0","  0"," 90","  1","  0","  0","  2","  0","  0"," 13","  0","  0","  0","  0"," 10","  9","  2","  0"," 20","  0","  1","  0","  1","  0","  3","  1"
NA,NA,NA,"1365","   9","   2","   0","   0"," 175","   4","   1","   0","   1","   0","   2","   0","  10","   0","   1","   2","   0","   0","   0","   0","   0","   0","   5","   0"," 230","   1","   4","   1","   0","   0","   0","   0","   1","   0","   0","   0","  60","   0","   0","   1","   1","   0","  21","   1","   0","   0","   4","   1","   0","   0"," 283","  40","   0","   0","   1","   0","   0","   3","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   6","   0","   2","   0","   4","   0","   0","   0","   0","   1","   0","   0","   0"," 104","   0","   2","   4","  37","   3","   0","   0","   0","   1","   0","   0","   0","   1"," 203","   0","   1","   0","   1","   0","   1","   0","  26","   0","   1","   0","   0","   0","   0","   1","   0","   1","   1","   0","  24","   0","   1","   0","  39","   8","   1","   0","   0","   0","   7","   0"
NA,NA,NA,"100"," 10","  2","  0","  0"," 87","  7","  1","  1","  2","  0","  0","  0","  2","  0","  0","  1","  0","  0","  0","  0","  1","  0","  6","  0"," 49","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 23","  0","  1","  8","  0","  0","  4","  0","  0","  0","  1","  3","  0","  4","257"," 14","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0"," 11","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0"," 95","  0","  6"," 47"," 30","  5","  0","  9","  0","  5","  3","  0","  0","  0"," 37"," 14","  7","  0","  2","  0","  2","  0"," 86","  0","  0","  0","  1","  1","  0","  1","  1","  0","  0","  0"," 17","  6","  1","  0"," 34","  2","  2","  0","  0","  0","  1","  1"
NA,NA,NA," 70"," 19","  0","  0","  0"," 80","  4","  2","  0","  1","  0","  1","  0","  3","  1","  1","  1","  0","  0","  0","  0","  0","  0","  7","  0"," 82","  1","  5","  0","  0","  2","  0","  2","  0","  0","  0","  0"," 25","  0","  0","  8","  0","  0","  9","  0","  0","  0","  3","  0","  0","  3","280"," 15","  1","  0","  1","  0","  1","  1","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0"," 14","  0","  0","  3","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  1","  0","  0","101","  2","  9"," 67"," 14","  6","  1","  2","  0","  0","  0","  0","  0","  3"," 56","  5","  2","  0","  1","  0","  2","  0","101","  0","  1","  0","  0","  1","  0","  1","  0","  0","  0","  0"," 12"," 11","  1","  0"," 20","  0","  1","  0","  0","  0","  2","  2"
