"age_Radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Azolla/Salvinia","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Calligonum","Campanulaceae","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cotinus coggygria","Cupressaceae","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbiaceae undif.","Fabaceae Undif.","Fagopyrum","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentianaceae undif.","Geraniaceae undif.","Haplophyllum","Hedera","HippophaÃ«","Hypericum undif.","IsoÃ«tes","Juglans","Juncaginaceae","Lamiaceae undif.","Leontice","Ligustrum","Lonicera","Loranthus","Lotus t.","Lythrum","Matthiola","Mercurialis","Monactinus simplex (type clathratum)","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nuphar","Nymphaea","Olea t.","Ononis t.","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Pseudopediastrum kawraiskyi","Psoralea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Selaginella selaginoides","Solanum","Sparganium","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Valeriana t.","Valerianella","Vitis","Ziziphus/Paliurus"
"62850",NA,NA,"  900","    0","    0","    0","    0","    0","   59","    0","    8","   11","   48","    0","   18","    0","    0","   10","    2","   46","    0","    0","    0","    2","    0","    2","    0","    5","    5","   51","    0","    0","    0","    1","    0","   34","   49","    0","    0","    0","    2","    0","    0","    0","    2","    0","    0","    0","    0","    1","    0","   11","    4","    0","    0","    0","    0","    0","    0","    1","    2","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","   23","    1","    0","    0","    0","    3","  163","    4","    7","    4","    0","  283","   15","    2","    0","    3","    0","    0","    0","    0","  337","   83","    3","    0","    0","    0","    0","    3","    4","    0","    1","    0","    0","    0","    0","    0","   66","    0","    0","    0","    0","    0","    0","    1","    0","   10","    0","    0","    0","    0","    0"
"64226",NA,NA,"  920","    0","    0","    0","    2","    0","   31","    0","    3","    6","   29","    0","   14","    0","    1","    7","    0","   37","    0","    0","    0","    1","    0","    3","    0","    4","    4","   31","    0","    0","    0","    0","    0","   31","   40","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    5","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    4","    0","    1","    0","    0","    0","  112","   13","    8","    4","    0","  208","    5","    0","    0","    3","    0","    1","    0","    0","  222","   19","    5","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    0","   23","    2","    1","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0"
"65465",NA,NA,"  938","    0","    0","    0","    0","    0","   30","    0","    2","   10","   24","    0","   24","    0","    1","    6","    0","   41","    0","    0","    0","    5","    0","    1","    0","    3","    7","   49","    0","    1","    0","    0","    0","   20","   30","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    5","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    1","   76","    3","    3","    0","    0","  138","    2","    3","    0","    0","    0","    0","    0","    0","  191","   28","    1","    0","    0","    0","    0","    2","   10","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    4","    0"
"66841",NA,NA,"  958","    0","    1","    0","    0","    1","  156","    0","    8","   11","  117","    1","   34","    0","    1","   15","    4","   41","    0","    0","    0","    4","    0","    4","    0","    6","   14","   48","    1","    0","    0","    0","    0","   22","   43","    0","    0","    0","   11","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    3","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    3","    0","    0","    0","   38","   24","    2","    1","    1","  234","    3","    0","    0","    1","    0","    0","    0","    0","  377","    7","    3","    0","    0","    0","    0","    3","    4","    0","    1","    0","    1","    0","    0","    0","    3","    0","    0","    2","    2","    0","    0","    0","    0","    5","    0","    0","    0","    7","    0"
"67804",NA,NA,"  972","    0","    0","    0","    1","    0","  840","    0","   21","   28","  143","    0","   75","    0","    5","    5","    0","   21","    0","    0","    1","    0","    0","    5","    0","   45","   25","   36","    0","    0","    0","    0","    0","   15","   89","    0","    2","    0","   34","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    7","    0","    0","    0","    0","    0","    0","    4","    0","    0","    4","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    2","    0","   42","    9","    8","    6","    0","  140","    5","   14","    0","    1","    0","    0","    2","    0","  458","    7","    5","    1","    0","    0","    1","    3","    4","    0","    0","    0","    0","    0","    0","    0","   19","    0","    0","    2","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0"
"70212",NA,NA," 1007","    0","    0","    0","    0","    0","  212","    0","    6","    8","   35","    0","   28","    0","    0","    3","    1","   35","    1","    0","    0","    5","    0","    3","    0","   12","    9","   31","    0","    0","    1","    0","    0","   15","   40","    0","    0","    0","    9","    0","    0","    0","    1","    0","    0","    0","    1","    2","    0","    3","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    1","    0","    0","    1","   67","    3","    2","    5","    0","  132","    9","    4","    0","    1","    0","    0","    0","    0","  222","   19","    1","    0","    1","    0","    0","    2","    4","    0","    0","    0","    0","    0","    0","    1","   20","    0","    0","    0","    1","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0"
"71106",NA,NA," 1020","    0","    1","    0","    0","    0","  329","    0","    8","   14","   65","    0","   19","    0","    1","    2","    0","    8","    0","    0","    0","    0","    0","    2","    0","    9","    7","    8","    0","    0","    0","    0","    0","    6","   18","    1","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    7","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","   25","    5","    1","    0","    0","   55","    1","    6","    0","    0","    0","    0","    0","    0","  223","    2","    0","    0","    0","    0","    0","    1","    2","    0","    1","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0"
"72482",NA,NA," 1040","    1","    1","    0","    0","    3","  277","    0","    5","    7","   82","    0","   17","    0","    1","    0","    0","   20","    1","    0","    0","    2","    0","    3","    0","   12","    5","   32","    0","    0","    0","    0","    0","    9","   44","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    3","   24","    0","    0","    0","    0","    0","    0","   14","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    1","    0","   39","    0","    1","    2","    0","   79","    3","   15","    2","    4","    0","    0","    0","    0","  142","   11","    1","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0"
"73927",NA,NA," 1061","    1","    2","    0","    0","    2","  278","    0","   18","   15","  170","    0","   38","    0","    0","    0","    0","   28","    0","    0","    1","    2","    0","    4","    0","   14","   14","   48","    0","    2","    0","    0","    0","    9","  110","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","   30","    0","    1","    1","   43","    0","    0","    0","    0","    0","    0","   25","    0","    0","    3","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","   10","    1","    0","    1","    0","    0","    0","   84","    0","    5","    2","    0","  179","   10","    8","    0","    3","    0","    0","    0","    0","  147","   11","    1","    0","    0","    0","    0","    0","    9","    0","    0","    0","    1","    0","    0","    0","   27","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"75166",NA,NA," 1079","    3","    2","    0","    0","    3","  296","    0","    9","   14","  151","    0","   28","    0","    1","    1","    0","   15","    0","    0","    1","    1","    0","    3","    0","   13","    7","   32","    0","    0","    0","    0","    0","    5","   63","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","   26","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   35","    0","    1","    0","    0","   75","    2","   17","    0","    0","    1","    0","    0","    0","   56","    4","    2","    0","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","   17","    0","    0","    3","    0","    0","    0","    1","    3","    2","    0","    0","    0","    0","    0"
"76335",NA,NA," 1096","   10","    1","    0","    8","    3","  225","    0","    9","   65","  151","    0","   13","   93","    0","    1","    0","   30","    0","    0","    0","    0","    0","    2","    0","   36","    9","    3","    0","    0","    0","    0","    0","   21","  180","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   92","    0","    0","    1","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","   27","    0","    4","   48","    0","    0","    0","    0","    0","    1","   68","    0","    0","    0","    0","  715","    3","    3","    0","    0","    0","    0","    0","    0","  256","    6","   40","    0","    0","    0","    1","    3","    2","    0","    0","    0","    0","    0","    0","    0","  431","    0","    0","    2","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0"
