"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acacia t.","Acanthaceae undif.","Acer","Alnus","Amaranthaceae undif.","Apiaceae undif.","Aristolochiaceae","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Caprifoliaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Combretaceae","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dacrydium","Dipsacaceae","Echinops","Ephedra","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Faidherbia albida","Fraxinus","Gentianaceae undif.","Geraniaceae undif.","Icacinaceae","Lamiaceae undif.","Loranthus","Malva undif.","Morella","Myrtus","Olea t.","Onagraceae","Ostrya","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygonum t.","Populus","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Salix","Salvadora","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Searsia","Sium/Apium-type","Solanaceae undif.","Tamarix","Thymelaeaceae undif.","Tilia","Tsuga","Ulmus t.","Valerianaceae undif.","Vitis","Ziziphus/Paliurus","Zygophyllaceae undif."
"56700",NA,NA," 1278","    0","    0","    0","    0","    0","   76","    2","    0","   46","    0","   16","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    1","    0","    0","    0","   90","    0","    0","    0","   28","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","   14","    0","    0","    0","    2","    0","    1","    0","    0","    5","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"58200",NA,NA," 1304","    3","    0","    0","    0","    0","   54","    1","    0","   54","    0","    4","    0","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    1","    0","   68","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    1","    6","    1","    0","    0","    0","    0","    1","    0","    0","    0","    4","    0","    0","   41","    1","    0","    6","    4","    2","    0","    0","    0","    7","    4","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"59350",NA,NA," 1325","    2","    0","    0","    0","    0","  134","    0","    0","   29","    0","    3","    0","    0","    1","    0","    0","    0","    2","    0","    1","    1","    0","    0","    1","    2","    0","    0","    0","    0","   39","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    2","    1","    0","    0","    0","    2","    2","    0","    5","    0","    0","    2","    0","    0","    0","    0","    0","    1","    2","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2"
"60600",NA,NA," 1345","    2","    0","    0","    0","    0","  105","    0","    0","   43","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","   73","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","   23","    1","    0","    3","    1","    0","    0","    0","    0","    2","    1","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"61400",NA,NA," 1361","    0","    0","    0","    0","    0","   59","    0","    0","   60","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    6","    2","    0","    0","    2","    0","    0","    0","    0","    0","   20","    0","    0","    0","   10","    0","    0","    6","    0","    0","    0","    2","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   34","    0","    0","    0","    0","    2","    0","    0","    0","    6","    4","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0"
"63070",NA,NA," 1391","    0","    0","    0","    0","    0","   52","    2","    0","   34","    0","    6","    0","    0","    0","    0","    0","    2","    0","    0","    0","    4","    0","    0","    2","    0","    0","    2","    0","    0","  130","    0","    0","    0","    6","    0","    0","    4","    0","    0","    0","    0","    0","    4","    0","    0","    4","    2","    4","    0","    0","    0","    1","    0","    0","   56","    0","    0","    2","    2","    4","    0","    0","    0","    4","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"64750",NA,NA," 1411","    3","    1","    0","    0","    1","   72","    1","    0","   40","    1","    1","    0","    1","    1","    0","    0","    0","    2","    0","    5","    1","    0","    0","    0","    1","    0","    0","    0","    1","   94","    0","    0","    0","    9","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    4","    0","    0","    0","    3","    0","    0","   16","    0","    1","    5","    2","    1","    1","    0","    0","    1","   17","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"65550",NA,NA," 1435","    9","    0","    0","    0","    0","   94","    1","    0","   43","    0","    2","    0","    0","    3","    0","    0","    0","    2","    0","    4","    0","    0","    0","    0","    0","    1","    0","    1","    0","  128","    0","    0","    0","   15","    0","    0","    8","    0","    0","    0","    0","    0","    3","    0","    0","    0","    1","    2","    0","    0","    0","    1","    2","    0","   22","    0","    0","    3","    1","    2","    1","    0","    2","    1","    3","    2","    0","    2","    0","    2","    0","    0","    0","    0","    0","    2","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0"
"67000",NA,NA," 1461","    0","    0","    0","    0","    0","   55","    1","    0","   67","    1","   10","    0","    0","    2","    0","    0","    0","    3","    0","    4","    0","    0","    0","    1","    1","    1","    0","    0","    0","   76","    0","    0","    0","   10","    0","    0","    2","    0","    0","    0","    1","    0","    5","    0","    0","    1","    1","    4","    0","    0","    0","    2","    3","    0","   15","    1","    0","    0","    0","    0","    0","    0","    2","    1","    3","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
"68140",NA,NA," 1481","    0","    0","    0","    0","    0","   93","    1","    0","   30","    0","    4","    0","    1","    2","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    2","    0","    0","  164","    0","    0","    0","    5","    0","    1","    1","    0","    0","    0","    0","    0","    4","    1","    0","    0","    2","    7","    0","    0","    0","    3","    8","    0","   20","    0","    0","    2","    0","    0","    0","    0","    0","    0","    6","    4","    0","    2","    0","    2","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0"
"69620",NA,NA," 1508","    1","    0","    0","    0","    1","   77","    2","    0","   16","    1","    2","    0","    0","    0","    0","    0","    1","    2","    0","    2","    0","    0","    0","    0","    1","    2","    2","    0","    0","  247","    0","    0","    0","    8","    0","    0","    2","    0","    1","    0","    0","    0","    7","    0","    0","    3","    0","    2","    0","    0","    0","    6","    4","    0","   29","    0","    0","    3","    3","    0","    1","    0","    0","    7","    8","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0"
"70500",NA,NA," 1523","    4","    1","    1","    0","    0","   64","    0","    0","   32","    0","    4","    0","    0","    1","    0","    0","    0","    3","    0","    4","    0","    0","    0","    0","    0","    1","    0","    0","    0","  145","    0","    0","    0","    9","    0","    0","    5","    0","    0","    0","    0","    0","    4","    0","    0","    1","    0","    1","    0","    0","    0","    2","    1","    1","   33","    0","    0","    4","    4","    0","    2","    1","    1","    6","    4","    2","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0"
"71600",NA,NA," 1543","    1","    0","    3","    0","    2","   62","    5","    0","   33","    0","    0","    0","    0","    3","    0","    0","    0","    1","    0","    6","    0","    0","    0","    0","    1","    0","    0","    4","    0","  107","    0","    0","    0","   11","    0","    0","    1","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","   26","    2","    0","    7","    2","    0","    2","    0","    3","    0","    9","    1","    0","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    2"
"72645",NA,NA," 1560","    2","    0","    0","    0","    0","   60","    4","    0","   16","    0","    6","    0","    0","    8","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    2","  312","    0","    0","    0","    6","    0","    0","   10","    0","    0","    0","    0","    0","    4","    0","    0","    2","    2","    0","    0","    0","    0","    0","    6","    0","   54","    0","    0","    4","    1","    0","    0","    0","    0","    4","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"74240",NA,NA," 1585","    2","    0","    0","    0","    0","   90","    1","    0","   34","    1","    1","    0","    0","    4","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    0","  237","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    0","    4","    1","    0","    0","    0","    7","    7","    0","   11","    0","    0","    2","    0","    0","    2","    1","    2","    3","    5","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"75550",NA,NA," 1605","    0","    0","    0","    0","    0","   64","    0","    0","   47","    0","    6","    0","    0","    1","    0","    0","    0","    3","    0","    5","    2","    0","    0","    1","    0","    1","    0","    0","    0","  148","    0","    0","    0","    7","    0","    0","    1","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","   25","    0","    0","    6","    0","    0","    0","    0","    0","    5","   16","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"77200",NA,NA," 1625","    0","    1","    0","    0","    0","   75","    1","    0","   34","    0","    4","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    3","    2","  167","    0","    0","    0","    7","    0","    0","    3","    1","    1","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","   27","    0","    0","    2","    0","    3","    0","    0","    0","    9","   15","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0"
"78780",NA,NA," 1645","    4","    0","    0","    0","    1","   60","    3","    0","   34","    0","    1","    0","    0","    2","    0","    0","    0","    0","    0","    3","    1","    0","    0","    0","    0","    3","    0","    1","    0","   60","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    1","    0","    3","    0","    0","    4","    0","    0","    0","    0","    0","    1","    3","    0","   57","    0","    0","    1","    2","    0","    0","    1","    0","    4","   12","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0"
"80000",NA,NA," 1665","    5","    1","    1","    0","    0","   65","    0","    0","   38","    0","    3","    0","    0","    2","    0","    0","    0","    4","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","   90","    0","    0","    1","    4","    0","    0","    6","    0","    0","    0","    0","    0","    2","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","   32","    0","    0","    5","    2","    3","    1","    0","    0","    4","    8","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0"
"81080",NA,NA," 1681","    0","    0","    0","    0","    2","   42","    1","    0","   24","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    2","    0","   48","    0","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    4","    2","    0","    0","    0","    0","    0","    2","    0","   58","    0","    2","    3","    1","    0","    2","    0","    0","   10","   16","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0"
"81800",NA,NA," 1691","    0","    0","    0","    0","    0","   70","    5","    0","   42","    0","    5","    2","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    3","    0","    0","    0","    0","    0","   30","    0","    0","    0","    8","    0","    0","    2","    0","    0","    0","    0","    0","    2","    0","    0","    2","    2","    8","    0","    0","    0","    0","    0","    0","   40","    0","    0","    5","    1","    2","    0","    0","    0","    8","   24","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"83000",NA,NA," 1703","    7","    0","    0","    0","    1","   97","    1","    0","   15","    0","    0","    0","    0","    2","    0","    0","    0","    1","    0","    3","    4","    0","    0","    0","    0","    1","    0","    1","    0","  113","    0","    1","    0","    4","    0","    0","    3","    0","    0","    1","    0","    4","    4","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    1","   23","    0","    1","    5","    3","    3","    1","    0","    0","    0","    6","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
"83710",NA,NA," 1713","    0","    0","    0","    0","    0","   85","    0","    0","   27","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","   33","    0","    0","    0","    8","    0","    0","    3","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","   37","    0","    0","    3","    3","    1","    1","    0","    0","    3","   15","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"84150",NA,NA," 1723","    4","    0","    0","    0","    4","   59","    3","    0","   29","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","   31","    0","    0","    1","    9","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    1","    1","    0","    0","    0","    0","    1","    0","    0","   53","    0","    0","    2","    0","    2","    0","    1","    0","    3","    9","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0"
"84310",NA,NA," 1733","    8","    0","    0","    0","    4","   61","    0","    0","   16","    0","    0","    2","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","   16","    2","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    1","    0","    0","    0","    0","    0","    0","   56","    0","    0","    8","    0","    0","    0","    1","    0","    2","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0"
"84640",NA,NA," 1743","    1","    0","    0","    0","    0","   83","    8","    0","   33","    0","    2","    0","    0","    0","    0","    0","    0","    4","    1","    3","    1","    0","    0","    1","    0","    0","    0","    1","    0","   41","    0","    0","    0","   13","    0","    0","    3","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    1","    0","    0","    0","   15","   10","    1","   31","    0","    1","    3","    4","    0","    3","    1","    0","   18","    7","    1","    0","    4","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"85550",NA,NA," 1753","    4","    0","    0","    0","    0","   93","    3","    0","   20","    0","    4","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    7","    0","    0","    0","    8","    1","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    1","    0","    2","    0","    0","    0","    2","    1","    0","    6","    0","    0","    3","    1","    0","    1","    0","    0","    5","   44","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"85640",NA,NA," 1763","    2","    0","    0","    0","    0","   89","    2","    0","   38","    0","    3","    0","    0","    2","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","   30","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    5","    0","    0","    0","    2","    3","    0","   15","    0","    2","    3","    0","    0","    0","    0","    0","   14","   13","    2","    0","    1","    2","    1","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"85850",NA,NA," 1778","    7","    0","    0","    0","    0","  110","    0","    0","   26","    0","    3","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   35","    0","    0","    0","   12","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    1","    2","    0","   10","    0","    0","    0","    1","    0","    0","    0","    0","    7","   12","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
