"sample_name","depth","Hagenia","Acacia t.","Acalypha","Acanthaceae undif.","Acanthus","Adenium","Aerva type","Aizoaceae t.","Alchemilla t.","Allophylus t.","Amaranthaceae undif.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Araliaceae undif.","Artemisia","Asteroideae undif.","Balanites","Bersama","Brassicaceae","Buxus","Caesalpiniaceae undif.","Capparaceae undif.","Cardueae undif.","Carissa","Caryophyllaceae undif.","Caucanthus","Celastraceae/Hippocrateaceae undiff.","Celtis","Centaurea","Cichorieae","Cissus t.","Clematis-type","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Cucurbitaceae undif.","Cupressaceae","Cussonia","Cyperaceae","Digera-type muricata","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Dyschoriste-type","Ekebergia","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fern","Ficus","Galiniera","Grewioideae","Gunnera perpensa","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Ipomoea","Isoglossa","Jatropha/Croton","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Maesa","Malva undif.","Menispermaceae undif.","Mimulopsis-type","Mitragyna/Hallea","Monoletes","Morella","Myriophyllum alterniflorum t.","Myrsine africana","Nuxia t.","Nymphaea","Olea t.","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phytolacca","Pilea-type bambuseti","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Portulacaceae t.","Potamogeton","Proteaceae","Prunus t.","Psydrax","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Steganotaenia-type","Stoebe kilimandscharica-type","Swertia-type kilimandscharica","Syzygium t.","Tacazzea","Tamarix","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Trichocladus ellipticus-type","Trilepisium","Triletes","Typha","Urtica t.","Vahlia","Vepris-type daniellii","Vernonieae","Zanthoxylum"
NA,"5275",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   9","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","  26","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0"
NA,"5425","   2","   0","   0","   1","   0","   0","   2","   0","   0","   0","   9","   2","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","  53","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   9","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0"," 122","  26","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","  58","   0","   0","   0","   0","   0"
NA,"5625","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  34","  18","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","  15","   0"," 120","   0","   0","   0","   1","   0","   0","   0","   0","   8","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  69","  13","   0","   0","   0","   0","   3","   3","   0","   0","   0","   0","   0","   2"," 147","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","  19","  14","   0","   0","   0","   0","   0"
NA,"5700","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","  50","   0","   1","   1","   0","   0","  13","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   6","   0"," 109","   0","   0","   0","   1","   0","   0","   0","   0","   4","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  41","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  24","   2","   0","   0","   0","  12","   3","   0","   0","   0","   0","   0","   3"," 250","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   1","  18","   4","   0","   0","   0","   0"
NA,"5825","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","  12","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","  17","   0"," 167","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","  24","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   2"," 135","  68","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","  16","  10","   0","   0","   0","   0","   0"
NA,"5900","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","  25","   4","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","  26","   0"," 139","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","  13","   0","   0","   0","   0","  22","   0","   0","   0","   0","   0","   0","   3"," 155","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   9","   1","   0","   0","   0","   0"
NA,"6000",NA,"   0","   0","   0","   0","   0","   6","   0","   0","   1","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   5","   0"," 137","   0","   0","   0","   1","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  77","   0","   0","   0","   0","  37","   0","   0","   0","   0","   0","   0","   0"," 183","  32","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   8","   7","   0","   0","   0","   0","   0"
NA,"6115",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   6","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","  90","   0","   0","   0","   1","   0","   0","   0","   0","   8","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","  23","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1"," 164","  44","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   4","  41","   0","   0","   0","   0","   0"
NA,"6200","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   8","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","  23","   0","  90","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   7","  15","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   1","  94","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0"
NA,"6375","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","  47","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","  35","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 189","  37","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0"
NA,"6450","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   4","   4","   0","   0","   0","   0","   3","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","  26","   0","  82","   0","   0","   1","   0","   0","   0","   0","   0","   6","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","  35","   0","   0","   2","   0","  16","   0","   0","   0","   0","   0","   0","   4"," 213","  44","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  23","   3","   0","   0","   0","   0"
NA,"6595","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   4","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","  14","   0"," 158","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","  19","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0"," 249","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   2","  14","   0","   0","   0","   0","   0"
NA,"6675",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","  38","   0","   0","   0","   0","   0","   4","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0"," 135","   0","   1","   0","   0","   0","   0","   0","   0","   3","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   8","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   4"," 180","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","  47","   0","   0","   0","   0","   0"
NA,"6800","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","   5","   1","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","   5","   0","  41","   0","   0","   0","   9","   0","   0","   0","   0","  19","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  19","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   5","  61","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   0","   5"," 207","  90","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   3","   5","   0","   0","   0","   0","   0"
NA,"11110","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    1","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","   34","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   32","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    3","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","   46","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0"
NA,"6895","   4","   0","   0","   0","   0","   0","   0","   0","   2","   0","  12","  10","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   7","   0","  51","   0","   0","   0","   2","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","  31","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   5","  89","   0","   0","   0","   0","  26","   1","   0","   0","   0","   0","   0","   1"," 164","  78","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0"
NA,"7000","   2","   0","   0","   0","   0","   0","   2","   0","   0","   0","  13","   0","   0","   2","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","  30","   0","   0","   0","   2","   0","   0","   0","   0","  23","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","  14","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   5","  39","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0"," 222"," 148","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   3","   0","   0","   0","   0","   0"
NA,"7100","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","  11","   4","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","  33","   0","   0","   0","   0","   0","   0","   0","   0","  13","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","  42","   0","   0","   0","   0","  12","   1","   0","   0","   0","   0","   0","   0"," 150"," 188","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   3","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0"
NA,"7200",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   2","   3","   5","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","  11","   0","  64","   0","   0","   0","   2","   0","   0","   0","   0","  24","   1","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   9","   0","   0","   0","   0","  11","   3","   0","   0","   0","   0","   0","   2"," 192"," 144","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0"
NA,"7300",NA,"   0","   3","   0","   0","   0","   0","   0","   0","   2","   5","  10","   1","   2","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   2","   0","   0","   0","   0","  18","   0","  97","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  44","   6","   0","   0","   1","   0","  13","   5","   0","   0","   0","   0","   0","   2"," 168"," 102","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   2","   2","   0","   0","   0","   0"
NA,"7400","   1","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","   8","   1","   1","   0","   3","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","  19","   0","  98","   0","   0","   0","   2","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  55","   6","   0","   0","   0","   0","  13","   1","   0","   0","   0","   0","   0","   1"," 190","  85","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   7","   5","   0","   0","   0","   0","   0"
NA,"7505",NA,"   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","   8","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","  85","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   1","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0"," 137","  34","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0"
NA,"7600",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","  18","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  31","   0","   0","   0","   1","   0","   0","   0","   0","   3","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  71","   4","   0","   0","   0","   0","   5","   1","   0","   0","   0","   0","   0","   1"," 221","  32","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   1","   0","   0","   0","   0","   0"
NA,"7675","   1","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   6","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   9","   0","  61","   0","   0","   0","   0","   0","   0","   0","   0","  15","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  31","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","  65","   8","   0","   0","   0","   0","   3","   1","   0","   0","   0","   0","   0","   0"," 251","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   1","   2","   0","   0","   0","   0"
NA,"7800","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   2","   1","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  10","   0","  93","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  29","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  39","   3","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0"," 195","  36","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   6","   8","   0","   0","   0","   0","   0"
NA,"7885","   4","   0","   0","   0","   0","   0","   0","   0","   0","   1","   9","   5","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","  69","   0","   0","   0","   2","   0","   0","   0","   0","   4","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   3","  27","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  14","  32","   0","   0","   0","   0","  14","   0","   0","   0","   0","   0","   0","   0"," 292","  78","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   1","   4","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   4","  15","   0","   0","   0","   0","   0"
NA,"8125","   2","   0","   0","   0","   0","   0","   5","   0","   0","   1","  16","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   2","   0","   0","   0","   0","   0","   0","  55","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  16","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  12","  18","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0"," 215"," 135","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","  24","   1","   0","   0","   0","   0"
NA,"8195","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   2","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   9","   0"," 165","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  39","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   8","   0","   0","   0","   0","   5","   1","   0","   0","   0","   0","   0","   0"," 141","  69","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0","   2","  28","   0","   0","   0","   0","   0"
NA,"8325",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   8","   8","   6","   5","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0"," 113","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   4","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  41","   8","   0","   0","   0","   0","   6","   3","   0","   0","   0","   0","   0","   0"," 175"," 117","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   4","   0","   0","   0","   0","   0"
NA,"8385",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","  56","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  95","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0"
